file	tstamp	developer	version	lines_add	lines_del	description
/cvsroot/junit/junit/junit/swingui/Attic/TestBrowser.java	2001-01-10 00:39:50.0	egamma	1.3	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/swingui/Attic/TestBrowser.java	2000-12-10 00:29:51.0	egamma	1.2	19	10	handle missing icons in junit swing test runner more gracefully
/cvsroot/junit/junit/junit/swingui/Attic/TestBrowser.java	2000-12-03 15:36:25.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/swingui/Attic/TestBrowser.java	2000-12-03 15:36:25.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/swingui/TestHierarchyRunView.java	2004-09-09 23:53:54.0	kbeck	1.4	8	3	Fixed two warnings
/cvsroot/junit/junit/junit/swingui/TestHierarchyRunView.java	2002-03-31 23:18:42.0	egamma	1.3	1	1	fixed 537502
/cvsroot/junit/junit/junit/swingui/TestHierarchyRunView.java	2002-03-30 23:37:40.0	egamma	1.2	2	3	finished support for no-arg constructor.tweaks to the Swing UI
/cvsroot/junit/junit/junit/swingui/TestHierarchyRunView.java	2001-01-10 00:39:50.0	egamma	1.1	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/swingui/TestRunContext.java	2001-01-10 00:39:50.0	egamma	1.1	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/swingui/TestRunView.java	2004-09-09 23:53:54.0	kbeck	1.3	3	1	Fixed two warnings
/cvsroot/junit/junit/junit/swingui/TestRunView.java	2002-03-30 23:37:40.0	egamma	1.2	1	2	finished support for no-arg constructor.tweaks to the Swing UI
/cvsroot/junit/junit/junit/swingui/TestRunView.java	2001-01-10 00:39:50.0	egamma	1.1	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2004-10-24 09:37:06.0	egamma	1.20	2	1	removed 1.5 warnings related to varargs
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2004-09-11 15:49:07.0	egamma	1.19	2	1	removed some warnings
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2004-09-09 23:53:54.0	kbeck	1.18	57	8	Fixed two warnings
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2004-02-11 05:12:58.0	emeade	1.17	26	2	Fixes bug reported on Support Request 615265swingui progress bar color on Mac OS X
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2002-09-03 00:22:44.0	egamma	1.16	2	12	removed some unused methods
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2002-09-01 00:28:57.0	egamma	1.15	3	5	removed unused parameters/fields as detected by PMD
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2002-08-23 07:05:56.0	egamma	1.14	0	1	removed unused imports, variables
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2002-04-08 20:54:11.0	kbeck	1.13	0	8	Deleted deprecated methods and classes, this time really
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2002-03-31 23:18:42.0	egamma	1.12	1	1	fixed 537502
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2002-03-30 23:37:40.0	egamma	1.11	27	30	finished support for no-arg constructor.tweaks to the Swing UI
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2001-11-02 02:38:21.0	emeade	1.10	103	103	Make rerunTest identical in awtui.TestRunner and swingui.TestRunner.
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2001-10-29 20:47:45.0	emeade	1.9	1	3	Fix for bug #471102, replaced GridBagConstrants.HORIZONTAL to NONE.
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2001-10-21 04:30:18.0	kbeck	1.8	15	22	Preparing for TestRunListener. Pushed TestListener implementation up to BaseTestRunner.
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2001-05-21 21:50:16.0	egamma	1.7	10	22	changes for 3.7
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2001-04-08 02:18:42.0	egamma	1.6	11	7	Update documentation.Added a SplitPane to the JUnit TestRunner.
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2001-04-01 23:22:16.0	egamma	1.5	58	32	Add a checkbox to UI test runner so that user can switchbetween the standard and loading testcase class loader.[ #229753 ] assertEquals on NaN and Infinity does not work correctly[ #229287 ] Class Name too long &quot;SimpleClassPathTestCollector&quot;[ #229609 ] Stack Filtering missing in textui.TesRunner[ #229753 ] assertEquals on NaN and Infinity does not work correctly.[ #229870 ] Clicking on ... after tests failed gives NPE[ #229974 ] Incorrect icon shown for first element in Swing GUI[ #230581 ] swingui.TestTreeModel: results of decorated testcases...[ #230971 ] Make junit.extensions.TestDecorator.getTest() public[ #231569 ] DocBug: JUnit Test Infected: Programmers Love Writing Tests[ #232645 ] BaseTestRunner.getTest loses exception information[ #233094 ] TestSuite masks exceptions[ #410967 ] No icon provided for first test[ #230745 ] ClassPathTestCollector sometimes lists classes in duplicate
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2001-01-17 01:06:23.0	egamma	1.4	24	12	added missing invokeLaters in the swing test runner.changed the default test collector to the simple one.
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2001-01-10 00:39:50.0	egamma	1.3	270	331	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2000-12-10 00:29:51.0	egamma	1.2	25	11	handle missing icons in junit swing test runner more gracefully
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2000-12-03 15:36:28.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/swingui/TestRunner.java	2000-12-03 15:36:28.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/swingui/TestSelector.java	2004-10-24 09:37:06.0	egamma	1.5	1	1	removed 1.5 warnings related to varargs
/cvsroot/junit/junit/junit/swingui/TestSelector.java	2004-09-09 23:53:54.0	kbeck	1.4	34	7	Fixed two warnings
/cvsroot/junit/junit/junit/swingui/TestSelector.java	2002-09-01 00:29:52.0	egamma	1.3	12	1	fix for 602948 Swing UI: NoSuchMethodError on JDK 1.3
/cvsroot/junit/junit/junit/swingui/TestSelector.java	2002-03-30 23:37:40.0	egamma	1.2	2	3	finished support for no-arg constructor.tweaks to the Swing UI
/cvsroot/junit/junit/junit/swingui/TestSelector.java	2001-01-10 00:39:50.0	egamma	1.1	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/swingui/TestSuitePanel.java	2004-09-09 23:53:54.0	kbeck	1.3	17	4	Fixed two warnings
/cvsroot/junit/junit/junit/swingui/TestSuitePanel.java	2002-03-30 23:37:40.0	egamma	1.2	2	3	finished support for no-arg constructor.tweaks to the Swing UI
/cvsroot/junit/junit/junit/swingui/TestSuitePanel.java	2001-01-10 00:39:50.0	egamma	1.1	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/swingui/TestTreeModel.java	2004-09-11 15:49:07.0	egamma	1.7	1	1	removed some warnings
/cvsroot/junit/junit/junit/swingui/TestTreeModel.java	2004-09-09 23:53:54.0	kbeck	1.6	10	4	Fixed two warnings
/cvsroot/junit/junit/junit/swingui/TestTreeModel.java	2002-03-30 23:37:40.0	egamma	1.5	2	2	finished support for no-arg constructor.tweaks to the Swing UI
/cvsroot/junit/junit/junit/swingui/TestTreeModel.java	2001-05-21 21:50:16.0	egamma	1.4	4	4	changes for 3.7
/cvsroot/junit/junit/junit/swingui/TestTreeModel.java	2001-04-01 23:22:16.0	egamma	1.3	6	0	Add a checkbox to UI test runner so that user can switchbetween the standard and loading testcase class loader.[ #229753 ] assertEquals on NaN and Infinity does not work correctly[ #229287 ] Class Name too long &quot;SimpleClassPathTestCollector&quot;[ #229609 ] Stack Filtering missing in textui.TesRunner[ #229753 ] assertEquals on NaN and Infinity does not work correctly.[ #229870 ] Clicking on ... after tests failed gives NPE[ #229974 ] Incorrect icon shown for first element in Swing GUI[ #230581 ] swingui.TestTreeModel: results of decorated testcases...[ #230971 ] Make junit.extensions.TestDecorator.getTest() public[ #231569 ] DocBug: JUnit Test Infected: Programmers Love Writing Tests[ #232645 ] BaseTestRunner.getTest loses exception information[ #233094 ] TestSuite masks exceptions[ #410967 ] No icon provided for first test[ #230745 ] ClassPathTestCollector sometimes lists classes in duplicate
/cvsroot/junit/junit/junit/swingui/TestTreeModel.java	2001-01-10 00:39:50.0	egamma	1.2	1	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/swingui/TestTreeModel.java	2000-12-03 15:36:28.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/swingui/TestTreeModel.java	2000-12-03 15:36:28.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/swingui/Attic/error.gif	2001-01-10 00:39:50.0	egamma	1.2	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/swingui/Attic/error.gif	2000-12-03 15:36:28.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/swingui/Attic/error.gif	2000-12-03 15:36:28.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/swingui/Attic/failure.gif	2001-01-10 00:39:50.0	egamma	1.2	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/swingui/Attic/failure.gif	2000-12-03 15:36:28.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/swingui/Attic/failure.gif	2000-12-03 15:36:28.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/swingui/Attic/ok.gif	2001-01-10 00:39:50.0	egamma	1.2	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/swingui/Attic/ok.gif	2000-12-03 15:36:28.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/swingui/Attic/ok.gif	2000-12-03 15:36:28.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/ActiveTestTest.java	2001-11-10 15:39:34.0	kbeck	1.3	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/ActiveTestTest.java	2001-01-10 00:39:50.0	egamma	1.2	1	1	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/tests/Attic/ActiveTestTest.java	2000-12-03 15:36:29.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/ActiveTestTest.java	2000-12-03 15:36:29.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/AllTests.java	2004-09-09 23:53:57.0	kbeck	1.7	2	1	Fixed two warnings
/cvsroot/junit/junit/junit/tests/AllTests.java	2002-08-23 07:05:56.0	egamma	1.6	0	1	removed unused imports, variables
/cvsroot/junit/junit/junit/tests/AllTests.java	2001-11-10 15:39:34.0	kbeck	1.5	5	24	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/AllTests.java	2001-10-19 23:48:32.0	kbeck	1.4	2	1	Added assertFalse.
/cvsroot/junit/junit/junit/tests/AllTests.java	2001-01-11 00:23:52.0	egamma	1.3	12	3	fixes for JDK 1.1.7 compatibility
/cvsroot/junit/junit/junit/tests/AllTests.java	2001-01-10 00:39:50.0	egamma	1.2	13	11	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/tests/AllTests.java	2000-12-03 15:36:29.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/AllTests.java	2000-12-03 15:36:29.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/AssertTest.java	2001-11-10 15:39:34.0	kbeck	1.7	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/AssertTest.java	2001-10-21 18:18:54.0	kbeck	1.6	25	0	Added assertNotSame, thanks to Vladimir Bossicard
/cvsroot/junit/junit/junit/tests/Attic/AssertTest.java	2001-10-19 23:48:32.0	kbeck	1.5	10	0	Added assertFalse.
/cvsroot/junit/junit/junit/tests/Attic/AssertTest.java	2001-04-08 02:18:42.0	egamma	1.4	9	0	Update documentation.Added a SplitPane to the JUnit TestRunner.
/cvsroot/junit/junit/junit/tests/Attic/AssertTest.java	2001-04-01 23:22:16.0	egamma	1.3	20	3	Add a checkbox to UI test runner so that user can switchbetween the standard and loading testcase class loader.[ #229753 ] assertEquals on NaN and Infinity does not work correctly[ #229287 ] Class Name too long &quot;SimpleClassPathTestCollector&quot;[ #229609 ] Stack Filtering missing in textui.TesRunner[ #229753 ] assertEquals on NaN and Infinity does not work correctly.[ #229870 ] Clicking on ... after tests failed gives NPE[ #229974 ] Incorrect icon shown for first element in Swing GUI[ #230581 ] swingui.TestTreeModel: results of decorated testcases...[ #230971 ] Make junit.extensions.TestDecorator.getTest() public[ #231569 ] DocBug: JUnit Test Infected: Programmers Love Writing Tests[ #232645 ] BaseTestRunner.getTest loses exception information[ #233094 ] TestSuite masks exceptions[ #410967 ] No icon provided for first test[ #230745 ] ClassPathTestCollector sometimes lists classes in duplicate
/cvsroot/junit/junit/junit/tests/Attic/AssertTest.java	2001-01-10 00:39:50.0	egamma	1.2	46	46	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/tests/Attic/AssertTest.java	2000-12-03 15:36:29.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/AssertTest.java	2000-12-03 15:36:29.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/ClassLoaderTest.java	2001-11-10 15:39:34.0	kbeck	1.3	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/ClassLoaderTest.java	2001-05-21 21:50:16.0	egamma	1.2	3	3	changes for 3.7
/cvsroot/junit/junit/junit/tests/Attic/ClassLoaderTest.java	2000-12-03 15:36:29.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/ClassLoaderTest.java	2000-12-03 15:36:29.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/ExceptionTestCaseTest.java	2001-11-10 15:39:34.0	kbeck	1.4	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/ExceptionTestCaseTest.java	2001-05-21 21:50:16.0	egamma	1.3	2	2	changes for 3.7
/cvsroot/junit/junit/junit/tests/Attic/ExceptionTestCaseTest.java	2001-04-08 02:18:42.0	egamma	1.2	3	3	Update documentation.Added a SplitPane to the JUnit TestRunner.
/cvsroot/junit/junit/junit/tests/Attic/ExceptionTestCaseTest.java	2000-12-03 15:36:29.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/ExceptionTestCaseTest.java	2000-12-03 15:36:29.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/ExtensionTest.java	2001-11-10 15:39:34.0	kbeck	1.5	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/ExtensionTest.java	2001-10-24 06:21:17.0	emeade	1.4	2	5	Backed out getDisplayName
/cvsroot/junit/junit/junit/tests/Attic/ExtensionTest.java	2001-10-22 23:12:02.0	kbeck	1.3	3	0	Experimental getDisplayName
/cvsroot/junit/junit/junit/tests/Attic/ExtensionTest.java	2001-05-21 21:50:16.0	egamma	1.2	4	4	changes for 3.7
/cvsroot/junit/junit/junit/tests/Attic/ExtensionTest.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/ExtensionTest.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/Failure.java	2001-11-10 15:39:34.0	kbeck	1.2	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/Failure.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/Failure.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/InheritedTestCase.java	2001-11-10 15:39:34.0	kbeck	1.2	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/InheritedTestCase.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/InheritedTestCase.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/LoadedFromJar.java	2001-11-10 15:39:34.0	kbeck	1.3	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/LoadedFromJar.java	2001-05-21 21:50:16.0	egamma	1.2	1	1	changes for 3.7
/cvsroot/junit/junit/junit/tests/Attic/LoadedFromJar.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/LoadedFromJar.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/NoTestCaseClass.java	2001-11-10 15:39:34.0	kbeck	1.2	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/NoTestCaseClass.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/NoTestCaseClass.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/NoTestCases.java	2001-11-10 15:39:34.0	kbeck	1.2	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/NoTestCases.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/NoTestCases.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/NotPublicTestCase.java	2001-11-10 15:39:34.0	kbeck	1.2	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/NotPublicTestCase.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/NotPublicTestCase.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/NotVoidTestCase.java	2001-11-10 15:39:34.0	kbeck	1.2	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/NotVoidTestCase.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/NotVoidTestCase.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/OneTestCase.java	2001-11-10 15:39:34.0	kbeck	1.2	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/OneTestCase.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/OneTestCase.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/OverrideTestCase.java	2001-11-10 15:39:34.0	kbeck	1.2	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/OverrideTestCase.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/OverrideTestCase.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/RepeatedTestTest.java	2001-11-10 15:39:34.0	kbeck	1.2	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/RepeatedTestTest.java	2001-01-10 00:39:50.0	egamma	1.1	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/tests/Attic/SorterTest.java	2001-11-10 15:39:34.0	kbeck	1.3	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/SorterTest.java	2001-04-08 02:18:42.0	egamma	1.2	1	1	Update documentation.Added a SplitPane to the JUnit TestRunner.
/cvsroot/junit/junit/junit/tests/Attic/SorterTest.java	2001-01-10 00:39:50.0	egamma	1.1	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/tests/Attic/StackFilterTest.java	2001-11-10 15:39:34.0	kbeck	1.3	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/StackFilterTest.java	2001-01-11 00:23:52.0	egamma	1.2	2	2	fixes for JDK 1.1.7 compatibility
/cvsroot/junit/junit/junit/tests/Attic/StackFilterTest.java	2001-01-10 00:39:50.0	egamma	1.1	0	0	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/tests/Attic/Success.java	2001-11-10 15:39:34.0	kbeck	1.2	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/Success.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/Success.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/SuiteTest.java	2001-11-10 15:39:34.0	kbeck	1.6	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/SuiteTest.java	2001-10-24 06:21:17.0	emeade	1.5	3	8	Backed out getDisplayName
/cvsroot/junit/junit/junit/tests/Attic/SuiteTest.java	2001-10-22 23:12:02.0	kbeck	1.4	7	1	Experimental getDisplayName
/cvsroot/junit/junit/junit/tests/Attic/SuiteTest.java	2001-05-21 21:50:16.0	egamma	1.3	13	13	changes for 3.7
/cvsroot/junit/junit/junit/tests/Attic/SuiteTest.java	2000-12-11 23:20:03.0	egamma	1.2	7	0	*** empty log message ***
/cvsroot/junit/junit/junit/tests/Attic/SuiteTest.java	2000-12-03 15:36:30.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/SuiteTest.java	2000-12-03 15:36:30.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/TestCaseClassLoaderTest.java	2001-11-10 15:39:34.0	kbeck	1.3	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/TestCaseClassLoaderTest.java	2001-10-21 20:44:51.0	kbeck	1.2	1	0	Enhanced missing test.jar error message
/cvsroot/junit/junit/junit/tests/Attic/TestCaseClassLoaderTest.java	2001-01-11 00:23:52.0	egamma	1.1	0	0	fixes for JDK 1.1.7 compatibility
/cvsroot/junit/junit/junit/tests/Attic/TestCaseTest.java	2001-11-10 15:39:34.0	kbeck	1.5	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/TestCaseTest.java	2001-10-24 06:21:17.0	emeade	1.4	3	6	Backed out getDisplayName
/cvsroot/junit/junit/junit/tests/Attic/TestCaseTest.java	2001-10-22 23:12:02.0	kbeck	1.3	3	0	Experimental getDisplayName
/cvsroot/junit/junit/junit/tests/Attic/TestCaseTest.java	2001-05-21 21:50:16.0	egamma	1.2	13	13	changes for 3.7
/cvsroot/junit/junit/junit/tests/Attic/TestCaseTest.java	2000-12-03 15:36:31.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/TestCaseTest.java	2000-12-03 15:36:31.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/TestImplementorTest.java	2001-11-10 15:39:34.0	kbeck	1.4	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/TestImplementorTest.java	2001-11-03 15:55:08.0	emeade	1.3	6	10	Back out getDisplayName.
/cvsroot/junit/junit/junit/tests/Attic/TestImplementorTest.java	2001-10-22 23:12:02.0	kbeck	1.2	4	0	Experimental getDisplayName
/cvsroot/junit/junit/junit/tests/Attic/TestImplementorTest.java	2001-01-11 00:23:52.0	egamma	1.1	0	0	fixes for JDK 1.1.7 compatibility
/cvsroot/junit/junit/junit/tests/Attic/TestListenerTest.java	2001-11-10 15:39:34.0	kbeck	1.3	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/TestListenerTest.java	2001-01-10 00:39:50.0	egamma	1.2	1	1	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/tests/Attic/TestListenerTest.java	2000-12-03 15:36:31.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/TestListenerTest.java	2000-12-03 15:36:31.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/TestTestCaseClassLoader.java	2001-01-11 00:23:52.0	egamma	1.2	0	0	fixes for JDK 1.1.7 compatibility
/cvsroot/junit/junit/junit/tests/Attic/TestTestCaseClassLoader.java	2000-12-03 15:36:32.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/TestTestCaseClassLoader.java	2000-12-03 15:36:32.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/TextRunnerTest.java	2001-11-10 15:39:34.0	kbeck	1.6	0	0	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/Attic/TextRunnerTest.java	2001-10-21 04:30:18.0	kbeck	1.5	4	1	Preparing for TestRunListener. Pushed TestListener implementation up to BaseTestRunner.
/cvsroot/junit/junit/junit/tests/Attic/TextRunnerTest.java	2001-10-20 01:48:02.0	kbeck	1.4	1	0	Enhanced TextRunnerTest to catch missing return values.
/cvsroot/junit/junit/junit/tests/Attic/TextRunnerTest.java	2001-05-21 21:50:16.0	egamma	1.3	1	1	changes for 3.7
/cvsroot/junit/junit/junit/tests/Attic/TextRunnerTest.java	2001-01-10 00:39:50.0	egamma	1.2	7	7	JUnit 3.5 candidate
/cvsroot/junit/junit/junit/tests/Attic/TextRunnerTest.java	2000-12-03 15:36:32.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/TextRunnerTest.java	2000-12-03 15:36:32.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/WasRun.java	2004-09-09 23:53:57.0	kbeck	1.4	1	1	Fixed two warnings
/cvsroot/junit/junit/junit/tests/WasRun.java	2002-03-30 23:37:41.0	egamma	1.3	0	3	finished support for no-arg constructor.tweaks to the Swing UI
/cvsroot/junit/junit/junit/tests/WasRun.java	2001-11-10 15:39:34.0	kbeck	1.2	3	3	Still trying to release the new test packages
/cvsroot/junit/junit/junit/tests/WasRun.java	2000-12-03 15:36:32.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/WasRun.java	2000-12-03 15:36:32.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/Attic/test.jar	2001-07-08 21:42:20.0	egamma	1.2	0	0	removed test.jar
/cvsroot/junit/junit/junit/tests/Attic/test.jar	2000-12-03 15:36:32.0	egamma	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/junit/junit/junit/tests/Attic/test.jar	2000-12-03 15:36:32.0	egamma	1.1.1.1	0	0	Initial Checkin
/cvsroot/junit/junit/junit/tests/framework/ComparisonCompactorTest.java	2004-10-24 08:41:48.0	kbeck	1.1	0	0	[ 609972 ] &quot;...&quot; in ComparisonFailure
